"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logPVal","Significance","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSMUSG00000056394",1331.43812651318,2.33140919168505,0.12934465363411,18.0247820546192,1.2450168781346e-72,7.33201757868723e-70,69.1347765024772,"Up-regulated","7",13011239,13045350,1,"protein_coding","Lig1","ligase I, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:101789]"
"ENSMUSG00000031821",1140.15417502421,2.32934484734963,0.129864076072122,17.9367914345765,6.08698842251602e-72,3.47925097068165e-69,68.458514242925,"Up-regulated","8",121305372,121316043,-1,"protein_coding","Gins2","GINS complex subunit 2 (Psf2 homolog) [Source:MGI Symbol;Acc:MGI:1921019]"
"ENSMUSG00000035455",467.79862052593,2.19195144632828,0.122380090160843,17.9110134944942,9.67576303452421e-72,5.37253653751267e-69,68.2698206222793,"Up-regulated","11",11737431,11758962,-1,"protein_coding","Fignl1","fidgetin-like 1 [Source:MGI Symbol;Acc:MGI:1890648]"
"ENSMUSG00000066551",4632.98398813371,1.32700984679814,0.0744885936263805,17.814940277355,5.41156227979269e-71,2.92134170404142e-68,67.5344176414173,"Up-regulated","5",148983512,149121299,-1,"protein_coding","Hmgb1","high mobility group box 1 [Source:MGI Symbol;Acc:MGI:96113]"
"ENSMUSG00000031004",8580.78435644233,2.23633490200536,0.125547876090038,17.8126064068304,5.64202514846352e-71,2.96343558743892e-68,67.5282045080483,"Up-regulated","7",135291513,135318090,-1,"protein_coding","Mki67","antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]"
"ENSMUSG00000017716",819.185476205259,2.36890910843094,0.133604367476305,17.7307759707112,2.42661930667976e-70,1.24102420015828e-67,66.9062197496111,"Up-regulated","11",117740077,117746569,1,"protein_coding","Birc5","baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]"
"ENSMUSG00000005233",501.890568171174,2.4597775309937,0.139251455965313,17.6642859059686,7.9006295574435e-70,3.93694448254762e-67,66.4048407094397,"Up-regulated","2",69024239,69036538,-1,"protein_coding","Spc25","SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913692]"
"ENSMUSG00000047534",485.269203565867,2.01801861391294,0.114287555021568,17.6573784742539,8.92915786782171e-70,4.33823135008118e-67,66.3626872915601,"Up-regulated","12",65179508,65219378,-1,"protein_coding","Mis18bp1","MIS18 binding protein 1 [Source:MGI Symbol;Acc:MGI:2145099]"
"ENSMUSG00000028832",3503.41194759634,1.95875422494071,0.112168895583519,17.4625435576501,2.76342300783295e-68,1.30986250571282e-65,64.882774289187,"Up-regulated","4",134195631,134201154,1,"protein_coding","Stmn1","stathmin 1 [Source:MGI Symbol;Acc:MGI:96739]"
"ENSMUSG00000022033",398.819110167496,2.53635167888905,0.145478124489464,17.4345915428181,4.50768790377418e-68,2.0857715886178e-65,64.6807332525894,"Up-regulated","14",66043286,66055271,1,"protein_coding","Pbk","PDZ binding kinase [Source:MGI Symbol;Acc:MGI:1289156]"
"ENSMUSG00000039187",359.47966262293,2.78578081791172,0.160022616656497,17.4086693251096,7.09130896824185e-68,3.20494182532121e-65,64.4941798491939,"Up-regulated","7",79041677,79100012,1,"protein_coding","Fanci","Fanconi anemia, complementation group I [Source:MGI Symbol;Acc:MGI:2384790]"
"ENSMUSG00000025574",1120.07713591866,2.00843129694751,0.115996609744142,17.3145689462613,3.65247290389802e-67,1.6132308730535e-64,63.7923034753153,"Up-regulated","11",117706352,117716918,-1,"protein_coding","Tk1","thymidine kinase 1 [Source:MGI Symbol;Acc:MGI:98763]"
"ENSMUSG00000026196",286.084813570783,2.29504113635174,0.132724990383601,17.2917031654598,5.43232359638701e-67,2.34603948382634e-64,63.6296646829862,"Up-regulated","1",71066657,71142305,-1,"protein_coding","Bard1","BRCA1 associated RING domain 1 [Source:MGI Symbol;Acc:MGI:1328361]"
"ENSMUSG00000029730",2100.22484596197,1.85869375051564,0.107868983973586,17.2310304783327,1.55358802939765e-66,6.56357168767692e-64,63.1828597670077,"Up-regulated","5",138162845,138170684,-1,"protein_coding","Mcm7","minichromosome maintenance complex component 7 [Source:MGI Symbol;Acc:MGI:1298398]"
"ENSMUSG00000028175",253.435633829499,2.10441405429635,0.122884685089972,17.1251124804981,9.64229214354592e-66,3.98698522378024e-63,62.3993553738793,"Up-regulated","3",159201070,159235592,1,"protein_coding","Depdc1a","DEP domain containing 1a [Source:MGI Symbol;Acc:MGI:1923381]"
"ENSMUSG00000020914",5432.37562373782,2.33769463324914,0.136972447212646,17.0668968892695,2.6174749369905e-65,1.05975016511403e-62,61.9747965070946,"Up-regulated","11",98883769,98915015,-1,"protein_coding","Top2a","topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790]"
"ENSMUSG00000022322",456.141661148342,2.59926140808343,0.15244395760344,17.0506030474821,3.459456055836e-65,1.37206263243096e-62,61.862626063339,"Up-regulated","8",4785976,4829567,-1,"protein_coding","Shcbp1","Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802]"
"ENSMUSG00000000751",2007.6880120294,1.30610872779901,0.0767011159710021,17.0285492103244,5.04392682487605e-65,1.96047347829282e-62,61.7076390285533,"Up-regulated","11",75188992,75239150,-1,"protein_coding","Rpa1","replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525]"
"ENSMUSG00000027715",1641.35525922225,2.42884337100558,0.143519918595402,16.9233887168844,3.02512833029715e-64,1.15275184256853e-61,60.9382641749279,"Up-regulated","3",36619014,36626299,-1,"protein_coding","Ccna2","cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]"
"ENSMUSG00000020897",804.796694388693,2.33774878770326,0.138763553156084,16.8469942901629,1.10384120665964e-63,4.12539423273527e-61,60.3845345428909,"Up-regulated","11",68936473,68942490,1,"protein_coding","Aurkb","aurora kinase B [Source:MGI Symbol;Acc:MGI:107168]"
"ENSMUSG00000046179",539.478269696538,2.53696319105477,0.150654108720652,16.8396548398085,1.24963258559935e-63,4.58214333368638e-61,60.3389313298006,"Up-regulated","7",48516177,48531344,-1,"protein_coding","E2f8","E2F transcription factor 8 [Source:MGI Symbol;Acc:MGI:1922038]"
"ENSMUSG00000030662",2605.25701252271,1.13922795956045,0.0683075814871051,16.6779138531717,1.89729740177648e-62,6.82816253817115e-60,59.1656961494509,"Up-regulated","14",121148636,121185411,1,"protein_coding","Ipo5","importin 5 [Source:MGI Symbol;Acc:MGI:1917822]"
"ENSMUSG00000037649",3474.24468755525,-1.50331479494998,0.0909007988782541,-16.5379712114896,1.95496245202417e-61,6.78441790939961e-59,58.168487408075,"Down-regulated","17",34338515,34358075,1,"protein_coding","H2-DMa","histocompatibility 2, class II, locus DMa [Source:MGI Symbol;Acc:MGI:95921]"
"ENSMUSG00000030867",660.336342634259,2.39839773539214,0.146515044961109,16.3696345042843,3.15100554179423e-60,1.0743270473549e-57,56.9688634902936,"Up-regulated","7",121758662,121769096,1,"protein_coding","Plk1","polo like kinase 1 [Source:MGI Symbol;Acc:MGI:97621]"
"ENSMUSG00000022385",329.377667793029,2.49316411440948,0.152331694848371,16.3666800720043,3.30772092385494e-60,1.10831462817581e-57,56.9553369346582,"Up-regulated","15",85743946,85760774,1,"protein_coding","Gtse1","G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]"
"ENSMUSG00000005732",1940.321826624,1.3890336329273,0.0856164506982243,16.2239104938288,3.41727490375711e-59,1.12561560134942e-56,55.9486098960877,"Up-regulated","16",18057648,18066596,-1,"protein_coding","Ranbp1","RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269]"
"ENSMUSG00000022351",1240.55023770014,1.71653363613461,0.106063560582252,16.1840091612184,6.5394106566428e-59,2.1181151116866e-56,55.6740504412957,"Up-regulated","15",59186926,59203041,1,"protein_coding","Sqle","squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296]"
"ENSMUSG00000017550",487.9861744739,1.88157731009573,0.116271884837378,16.1825647939514,6.69466030583966e-59,2.13285292432275e-56,55.6710390912722,"Up-regulated","11",79980226,80026620,1,"protein_coding","Atad5","ATPase family, AAA domain containing 5 [Source:MGI Symbol;Acc:MGI:2442925]"
"ENSMUSG00000021569",275.202556553223,2.23933760551649,0.138452128591585,16.1740930117603,7.68207152883388e-59,2.40795771115093e-56,55.6183511444803,"Up-regulated","13",74059466,74085903,-1,"protein_coding","Trip13","thyroid hormone receptor interactor 13 [Source:MGI Symbol;Acc:MGI:1916966]"
"ENSMUSG00000027454",255.74315600483,2.40160572551048,0.149857756535058,16.0259020356323,8.42592516442878e-58,2.59919729596046e-55,54.5851607534752,"Up-regulated","2",150747320,150773200,1,"protein_coding","Gins1","GINS complex subunit 1 (Psf1 homolog) [Source:MGI Symbol;Acc:MGI:1916520]"
"ENSMUSG00000046591",320.436398458596,2.1172901950668,0.132210801379679,16.0145023929356,1.01213191103698e-57,3.07340180610823e-55,54.512380657847,"Up-regulated","7",79309944,79347896,1,"protein_coding","Ticrr","TOPBP1-interacting checkpoint and replication regulator [Source:MGI Symbol;Acc:MGI:1924261]"
"ENSMUSG00000069793",1049.51443845102,1.94679688120368,0.121728423009457,15.9929524516426,1.43085839151469e-57,4.2780464585687e-55,54.3687545034039,"Up-regulated","11",82869216,82882656,-1,"protein_coding","Slfn9","schlafen 9 [Source:MGI Symbol;Acc:MGI:2445121]"
"ENSMUSG00000038379",255.937597686339,2.887101902377,0.182436387489595,15.8252525283184,2.08361473568572e-56,6.13529829898732e-54,53.2121643169704,"Up-regulated","9",83716742,83754442,1,"protein_coding","Ttk","Ttk protein kinase [Source:MGI Symbol;Acc:MGI:1194921]"
"ENSMUSG00000019942",969.907011143256,2.50492731163033,0.158419785739564,15.8119599766934,2.57334756188565e-56,7.46424425637099e-54,53.1270141573834,"Up-regulated","10",69170976,69188768,-1,"protein_coding","Cdk1","cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351]"
"ENSMUSG00000023505",788.467582526474,2.54225377131948,0.161147887577319,15.7759050369165,4.5581725156296e-56,1.30269889218744e-53,52.885155956178,"Up-regulated","6",124806510,124810664,1,"protein_coding","Cdca3","cell division cycle associated 3 [Source:MGI Symbol;Acc:MGI:1315198]"
"ENSMUSG00000002068",322.323146018765,2.51088988523798,0.159345918972384,15.7574784558689,6.10194447382752e-56,1.7186259261502e-53,52.7648186409905,"Up-regulated","7",37797409,37806959,-1,"protein_coding","Ccne1","cyclin E1 [Source:MGI Symbol;Acc:MGI:88316]"
"ENSMUSG00000031697",375.579748692829,1.69855966870854,0.107958388987228,15.7334662423453,8.91918070145303e-56,2.47621939645769e-53,52.6062108788564,"Up-regulated","8",86026261,86034907,1,"protein_coding","Orc6","origin recognition complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1929285]"
"ENSMUSG00000041498",463.767611988233,2.47480065254865,0.157397773622976,15.7232252755791,1.04847677514896e-55,2.86987290820349e-53,52.5421373354918,"Up-regulated","1",136394081,136459249,1,"protein_coding","Kif14","kinesin family member 14 [Source:MGI Symbol;Acc:MGI:1098226]"
"ENSMUSG00000037572",677.643879482481,2.31987548108488,0.147796418615633,15.6964255481594,1.60007392099529e-55,4.31886619175313e-53,52.3646302511698,"Up-regulated","14",47478401,47514314,-1,"protein_coding","Wdhd1","WD repeat and HMG-box DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:2443514]"
"ENSMUSG00000023104",884.151424203371,1.45545974605601,0.092874861172224,15.6711916194099,2.38073682465061e-55,6.33797800688492e-53,52.1980492721677,"Up-regulated","5",134610220,134630659,1,"protein_coding","Rfc2","replication factor C (activator 1) 2 [Source:MGI Symbol;Acc:MGI:1341868]"
"ENSMUSG00000031353",2211.98331148392,1.15380719924779,0.0737292429247374,15.6492478896819,3.36168958073256e-55,8.82852369080495e-53,52.0541119132447,"Up-regulated","X",161543398,161562088,1,"protein_coding","Rbbp7","retinoblastoma binding protein 7, chromatin remodeling factor [Source:MGI Symbol;Acc:MGI:1194910]"
"ENSMUSG00000020330",848.724391144891,2.0107238905823,0.129649875732338,15.5088763427235,3.02119732955134e-54,7.82852652033343e-52,51.1063199728472,"Up-regulated","11",40592222,40624249,-1,"protein_coding","Hmmr","hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]"
"ENSMUSG00000069833",30856.1766742667,-1.66976907803958,0.107672744913664,-15.5078156443255,3.0715144168224e-54,7.85418568112191e-52,51.1048988357708,"Down-regulated","19",8966648,9054278,1,"protein_coding","Ahnak","AHNAK nucleoprotein (desmoyokin) [Source:MGI Symbol;Acc:MGI:1316648]"
"ENSMUSG00000028551",400.760867289401,2.17056511765454,0.140406724460979,15.4591250952355,6.54818811585145e-54,1.65269464731762e-51,50.7818073794806,"Up-regulated","4",109518073,109524386,-1,"protein_coding","Cdkn2c","cyclin dependent kinase inhibitor 2C [Source:MGI Symbol;Acc:MGI:105388]"
"ENSMUSG00000028068",875.122826643085,1.92139106060558,0.124358013767104,15.4504804507729,7.48831963495134e-54,1.86574363827749e-51,50.7291480305414,"Up-regulated","3",87989278,88028355,1,"protein_coding","Iqgap3","IQ motif containing GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:3028642]"
"ENSMUSG00000027469",1441.26513428615,2.12864252602213,0.137875689827347,15.4388531342087,8.96807552972507e-54,2.20614658031237e-51,50.6563656356375,"Up-regulated","2",152689884,152737241,1,"protein_coding","Tpx2","TPX2, microtubule-associated [Source:MGI Symbol;Acc:MGI:1919369]"
"ENSMUSG00000034329",454.540497293893,2.33949933104786,0.152491124933465,15.341872073333,4.01448481648798e-53,9.75218724045342e-51,50.0108979689242,"Up-regulated","11",85948964,86092019,-1,"protein_coding","Brip1","BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]"
"ENSMUSG00000027018",1324.20718197777,1.34799588869,0.08820435811997,15.2826449556669,9.98062395231315e-53,2.36540787669822e-50,49.6260939613422,"Up-regulated","2",71219302,71271966,1,"protein_coding","Hat1","histone aminotransferase 1 [Source:MGI Symbol;Acc:MGI:96013]"
"ENSMUSG00000041431",941.41869529609,2.33638883259232,0.153534340805831,15.2173697449684,2.71217870326321e-52,6.35041938785749e-50,49.197197592532,"Up-regulated","13",100915158,100923078,-1,"protein_coding","Ccnb1","cyclin B1 [Source:MGI Symbol;Acc:MGI:88302]"
"ENSMUSG00000026134",620.554686798264,1.45861018329538,0.0963337071483782,15.1412234250339,8.65877863010459e-52,1.97970239879356e-49,48.7034000906859,"Up-regulated","1",33492891,33708876,-1,"protein_coding","Prim2","DNA primase, p58 subunit [Source:MGI Symbol;Acc:MGI:97758]"
"ENSMUSG00000034906",755.810403546805,2.2154000684983,0.146476796464068,15.1245802883309,1.11509313943249e-51,2.5198511711315e-49,48.5986251090062,"Up-regulated","2",126945729,126975874,-1,"protein_coding","Ncaph","non-SMC condensin I complex, subunit H [Source:MGI Symbol;Acc:MGI:2444777]"
"ENSMUSG00000048327",849.420905127273,2.05037944392897,0.136252767811034,15.0483507738543,3.53948512881331e-51,7.81663113560886e-49,48.1069803817808,"Up-regulated","2",129110130,129139132,-1,"protein_coding","Ckap2l","cytoskeleton associated protein 2-like [Source:MGI Symbol;Acc:MGI:1917716]"
"ENSMUSG00000022881",218.217687808901,2.04550670122305,0.136429837704122,14.9931036761854,8.14560904256772e-51,1.7786715295872e-48,47.7499042464405,"Up-regulated","16",22932693,22946487,-1,"protein_coding","Rfc4","replication factor C (activator 1) 4 [Source:MGI Symbol;Acc:MGI:2146571]"
"ENSMUSG00000023015",1618.96165481306,2.11580997723844,0.141249354090263,14.9792541768819,1.00336674983125e-50,2.16660326846895e-48,47.6642206060262,"Up-regulated","15",99518377,99549537,-1,"protein_coding","Racgap1","Rac GTPase-activating protein 1 [Source:MGI Symbol;Acc:MGI:1349423]"
"ENSMUSG00000043091",2837.1528797821,1.64261995620773,0.110075388775085,14.9226813957847,2.34651134791171e-50,5.01121994893584e-48,47.3000565350917,"Up-regulated","15",98927772,98935991,1,"protein_coding","Tuba1c","tubulin, alpha 1C [Source:MGI Symbol;Acc:MGI:1095409]"
"ENSMUSG00000027306",1027.31248595641,2.29162039916861,0.154102353366165,14.8707683504576,5.10243659682627e-50,1.07783426981219e-47,46.9674480120986,"Up-regulated","2",119448779,119481725,1,"protein_coding","Nusap1","nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669]"
"ENSMUSG00000023004",19146.459148036,1.34504893396516,0.0905476591010691,14.854596433728,6.49579279430477e-50,1.35741115230665e-47,46.8672885870251,"Up-regulated","15",98829306,98832446,-1,"protein_coding","Tuba1b","tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]"
"ENSMUSG00000034311",608.070602614531,2.63174035714576,0.177870249918171,14.7958433653548,1.55818947648663e-49,3.22147386021715e-47,46.4919453882691,"Up-regulated","X",99669343,99770820,1,"protein_coding","Kif4","kinesin family member 4 [Source:MGI Symbol;Acc:MGI:108389]"
"ENSMUSG00000024165",1507.92866672259,1.52706047484742,0.103375191589835,14.7720207465866,2.21957003655192e-49,4.54053937793159e-47,46.3428925535426,"Up-regulated","17",25156393,25179663,-1,"protein_coding","Jpt2","Jupiter microtubule associated homolog 2 [Source:MGI Symbol;Acc:MGI:1196260]"
"ENSMUSG00000040084",2252.97018627953,1.34229248674508,0.0909680535904425,14.755646996564,2.82964686031464e-49,5.72826636284944e-47,46.2419767956537,"Up-regulated","2",118428692,118472072,1,"protein_coding","Bub1b","BUB1B, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1333889]"
"ENSMUSG00000026669",412.187438106797,2.31306476195042,0.157635745355787,14.6734787641584,9.53296002613575e-49,1.90993345513322e-46,45.7189817639417,"Up-regulated","2",4994525,5017602,-1,"protein_coding","Mcm10","minichromosome maintenance 10 replication initiation factor [Source:MGI Symbol;Acc:MGI:1917274]"
