"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logPVal","Significance","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSMUSG00000110588",124.353460649108,5.31010981187507,0.528451863781973,10.0484266889934,9.33457745171155e-24,3.16227939409212e-21,20.49999976187,"Up-regulated","8",94897376,94900040,-1,"lncRNA","Gm45774","predicted gene 45774 [Source:MGI Symbol;Acc:MGI:5804889]"
"ENSMUSG00000104728",194.0192699818,2.23981330674943,0.223642931644181,10.0151312195862,1.30788235473851e-23,4.3592562678502e-21,20.360587599337,"Up-regulated","5",43910251,43911613,-1,"TEC","Gm42462","predicted gene 42462 [Source:MGI Symbol;Acc:MGI:5662599]"
"ENSMUSG00000018143",1128.60225100451,1.1052308894907,0.110389664010117,10.012086723893,1.34877119107246e-23,4.42418359738291e-21,20.3541668587206,"Up-regulated","5",139777268,139788408,1,"protein_coding","Mafk","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian) [Source:MGI Symbol;Acc:MGI:99951]"
"ENSMUSG00000056592",260.218395429916,-1.41478304271121,0.142183392667535,-9.95040993303185,2.51146525968156e-23,7.98452762943377e-21,20.0977507719486,"Down-regulated","7",43211680,43224885,1,"protein_coding","Zfp658","zinc finger protein 658 [Source:MGI Symbol;Acc:MGI:2652821]"
"ENSMUSG00000039114",80.0902056044103,4.86056405174351,0.491080880455166,9.89768538176118,4.26020525968829e-23,1.33389608623422e-20,19.8748780017035,"Up-regulated","13",36909335,36919105,-1,"protein_coding","Nrn1","neuritin 1 [Source:MGI Symbol;Acc:MGI:1915654]"
"ENSMUSG00000046675",408.123436533933,1.06474301202731,0.107688534041177,9.88724585683542,4.72857903895674e-23,1.45844904238867e-20,19.8361087403482,"Up-regulated","12",102710021,102713820,1,"protein_coding","Tmem251","transmembrane protein 251 [Source:MGI Symbol;Acc:MGI:2443862]"
"ENSMUSG00000056952",1500.26159636885,1.25869405905831,0.128071856676801,9.82803007404444,8.52703655469066e-23,2.59134132945121e-20,19.5864753783172,"Up-regulated","6",113674011,113688030,1,"protein_coding","Tatdn2","TatD DNase domain containing 2 [Source:MGI Symbol;Acc:MGI:3576210]"
"ENSMUSG00000023913",254.471716262379,3.25793654906557,0.332639960541917,9.79418270660549,1.19257949607353e-22,3.57168917193616e-20,19.4471263428369,"Up-regulated","17",43878989,43923092,1,"protein_coding","Pla2g7","phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:MGI Symbol;Acc:MGI:1351327]"
"ENSMUSG00000111394",878.855518231158,1.33805723856919,0.136688038980112,9.78913186956965,1.25367628413528e-22,3.70103148737936e-20,19.4316772200287,"Up-regulated","9",59580097,59583983,1,"TEC","Gm49759","predicted gene, 49759 [Source:MGI Symbol;Acc:MGI:6215263]"
"ENSMUSG00000112023",7747.0073806213,1.63612454242878,0.167881211391193,9.74572752287522,1.92395764226539e-22,5.59980065879073e-20,19.2518274326952,"Up-regulated","10",51356728,51362799,1,"protein_coding","Lilrb4b","leukocyte immunoglobulin-like receptor, subfamily B, member 4B [Source:MGI Symbol;Acc:MGI:102702]"
"ENSMUSG00000056144",307.178859507063,-1.46995671549219,0.151324807059765,-9.71391765866677,2.63028527742941e-22,7.54928406362205e-20,19.1220942327365,"Down-regulated","7",103893664,103911441,1,"protein_coding","Trim34a","tripartite motif-containing 34A [Source:MGI Symbol;Acc:MGI:2137359]"
"ENSMUSG00000032688",1785.73727605521,1.84307933906424,0.189863569764225,9.70738800156873,2.80431248760856e-22,7.9385092543056e-20,19.1002610446024,"Up-regulated","18",65564009,65612138,1,"protein_coding","Malt1","MALT1 paracaspase [Source:MGI Symbol;Acc:MGI:2445027]"
"ENSMUSG00000036322",155.557631826064,8.85616110401812,0.924661857801471,9.57772944703812,9.9201743082424e-22,2.66234288415363e-19,18.5747360123076,"Up-regulated","17",34560926,34563618,-1,"protein_coding","H2-Ea","histocompatibility 2, class II antigen E alpha [Source:MGI Symbol;Acc:MGI:95900]"
"ENSMUSG00000121510",372.172594635319,2.50570132139888,0.261976320527571,9.56460994777262,1.12625353876378e-21,2.98384992032738e-19,18.5252230245012,"Up-regulated","17",36452650,36456636,-1,"lncRNA","","novel transcript"
"ENSMUSG00000041313",877.01770326856,1.50047529441565,0.157734994782608,9.51263412715494,1.85894606924374e-21,4.80189006511524e-19,18.3185877869405,"Up-regulated","5",148264220,148336714,-1,"protein_coding","Slc7a1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:MGI Symbol;Acc:MGI:88117]"
"ENSMUSG00000057596",412.55140439178,-1.35775975729682,0.142900388167082,-9.50144205143308,2.07003540994837e-21,5.28114589463988e-19,18.2772718347153,"Down-regulated","7",104119221,104157056,-1,"protein_coding","Trim30d","tripartite motif-containing 30D [Source:MGI Symbol;Acc:MGI:3035181]"
"ENSMUSG00000023905",391.631218431327,1.24991398160166,0.132794821661001,9.41236989490782,4.85074250686053e-21,1.19334040362229e-18,17.9232356549654,"Up-regulated","17",23894419,23896442,-1,"protein_coding","Tnfrsf12a","tumor necrosis factor receptor superfamily, member 12a [Source:MGI Symbol;Acc:MGI:1351484]"
"ENSMUSG00000022094",1871.26075301332,1.33773363683184,0.143641159834781,9.31302447272445,1.24243022718712e-20,2.9175932550934e-18,17.5349752536973,"Up-regulated","14",70540918,70588874,-1,"protein_coding","Slc39a14","solute carrier family 39 (zinc transporter), member 14 [Source:MGI Symbol;Acc:MGI:2384851]"
"ENSMUSG00000085882",395.802351290689,-1.78131419436629,0.191318004197851,-9.31075045359633,1.26932289610739e-20,2.94725366832127e-18,17.5305824830808,"Down-regulated","11",59087691,59093263,-1,"lncRNA","2610507I01Rik","RIKEN cDNA 2610507I01 gene [Source:MGI Symbol;Acc:MGI:1919453]"
"ENSMUSG00000027999",216.365762547188,1.6379495247465,0.176615181836482,9.27411509992941,1.79099481535406e-20,4.06713273179029e-18,17.3907116540662,"Up-regulated","3",129672255,129689474,1,"protein_coding","Pla2g12a","phospholipase A2, group XIIA [Source:MGI Symbol;Acc:MGI:1913600]"
"ENSMUSG00000058672",294.106337913029,1.69423858503108,0.183009291272524,9.25766431447537,2.08952897436281e-20,4.64302325324812e-18,17.3331991412892,"Up-regulated","13",34258257,34261990,-1,"protein_coding","Tubb2a","tubulin, beta 2A class IIA [Source:MGI Symbol;Acc:MGI:107861]"
"ENSMUSG00000003559",237.570024704803,1.19355735648633,0.130227798846656,9.16515035235871,4.94779521261421e-20,1.03278977847144e-17,16.9859880689363,"Up-regulated","19",46695897,46729538,1,"protein_coding","As3mt","arsenite methyltransferase [Source:MGI Symbol;Acc:MGI:1929882]"
"ENSMUSG00000020250",5628.29765381385,1.34380479088997,0.14660936904653,9.16588618878424,4.91415230169122e-20,1.03278977847144e-17,16.9859880689363,"Up-regulated","10",82669785,82733546,1,"protein_coding","Txnrd1","thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]"
"ENSMUSG00000042622",1389.53341961549,1.74208348290303,0.190242074309017,9.15719348220152,5.32645174040391e-20,1.10071125215447e-17,16.9583265938736,"Up-regulated","15",79230821,79243276,1,"protein_coding","Maff","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian) [Source:MGI Symbol;Acc:MGI:96910]"
"ENSMUSG00000079507",26.6652915519302,4.58674380107362,0.501419769021469,9.14751289129415,5.82593404899205e-20,1.19200917942991e-17,16.9237204001659,"Up-regulated","17",35539381,35544075,1,"protein_coding","H2-Q1","histocompatibility 2, Q region locus 1 [Source:MGI Symbol;Acc:MGI:95928]"
"ENSMUSG00000109244",392.253769714139,1.22133666799879,0.133731818143959,9.13273060180824,6.6792918768027e-20,1.35321143758949e-17,16.8686343401325,"Up-regulated","7",87960686,87965072,1,"lncRNA","Gm44751","predicted gene 44751 [Source:MGI Symbol;Acc:MGI:5753327]"
"ENSMUSG00000074361",736.790171145207,-1.14674537004963,0.126411441288007,-9.07153148769951,1.17355729943586e-19,2.26650108344318e-17,16.6446440690018,"Down-regulated","7",15968510,15978079,-1,"protein_coding","C5ar2","complement component 5a receptor 2 [Source:MGI Symbol;Acc:MGI:2442013]"
"ENSMUSG00000037966",123.640727733297,1.38362400931727,0.154305766763983,8.96676798498128,3.05342404996688e-19,5.63383999933621e-17,16.2491954911082,"Up-regulated","13",49340961,49349720,1,"protein_coding","Ninj1","ninjurin 1 [Source:MGI Symbol;Acc:MGI:1196617]"
"ENSMUSG00000033863",1350.03652714937,2.24670018807573,0.253006679238202,8.88000346410021,6.68582802562026e-19,1.21195294867932e-16,15.9165142403394,"Up-regulated","19",23118590,23145498,1,"protein_coding","Klf9","Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856]"
"ENSMUSG00000015314",411.142023823284,-1.16460443277658,0.131221697504447,-8.87509043797509,6.9876610024091e-19,1.25565230099812e-16,15.9011306031649,"Down-regulated","1",171745082,171780737,1,"protein_coding","Slamf6","SLAM family member 6 [Source:MGI Symbol;Acc:MGI:1353620]"
"ENSMUSG00000078502",463.98014359787,-1.10604638288295,0.124794257449444,-8.86295896532762,7.79182653214113e-19,1.38808702833359e-16,15.8575833042413,"Down-regulated","4",145311736,145351915,1,"protein_coding","Zfp268","zinc finger protein 268 [Source:MGI Symbol;Acc:MGI:3651014]"
"ENSMUSG00000063779",201.620974625269,-1.74655316754681,0.197105653452835,-8.86099985947248,7.92999675631257e-19,1.38875748278982e-16,15.8573735880147,"Down-regulated","3",106108806,106126823,-1,"protein_coding","Chil4","chitinase-like 4 [Source:MGI Symbol;Acc:MGI:1341098]"
"ENSMUSG00000081434",42.4786568077652,6.38985940422411,0.723177421073505,8.8358115422614,9.93741834581111e-19,1.72568697576627e-16,15.7630379786244,"Up-regulated","2",152195535,152196486,1,"processed_pseudogene","Gm14165","predicted gene 14165 [Source:MGI Symbol;Acc:MGI:3650537]"
"ENSMUSG00000032802",1155.90091938407,1.84882684036798,0.20979320436105,8.81261548008097,1.22259336307099e-18,2.1054076539885e-16,15.6766638025661,"Up-regulated","2",151947436,151953296,1,"protein_coding","Srxn1","sulfiredoxin 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104971]"
"ENSMUSG00000021986",170.474881363473,-2.33298623714134,0.264888221801767,-8.80743666619979,1.28040108036194e-18,2.18673457237021e-16,15.6602039287825,"Down-regulated","14",60610708,60625646,1,"protein_coding","Amer2","APC membrane recruitment 2 [Source:MGI Symbol;Acc:MGI:1919375]"
"ENSMUSG00000044468",136.267583599435,2.57402570739397,0.293101827257127,8.78201862977769,1.60566486014486e-18,2.71975937171259e-16,15.5654695180835,"Up-regulated","3",100358944,100396640,-1,"protein_coding","Tent5c","terminal nucleotidyltransferase 5C [Source:MGI Symbol;Acc:MGI:1921895]"
"ENSMUSG00000059588",658.243137794645,-1.86448397398002,0.212605938116414,-8.76967026649608,1.7919025697678e-18,3.01054200034565e-16,15.5213553095327,"Down-regulated","2",84160970,84255755,-1,"protein_coding","Calcrl","calcitonin receptor-like [Source:MGI Symbol;Acc:MGI:1926944]"
"ENSMUSG00000096403",47.955934935536,9.38586960682732,1.07076175058054,8.76560037911193,1.85783915412344e-18,3.096148880642e-16,15.509178164111,"Up-regulated","6",7982541,7983383,-1,"processed_pseudogene","Rnps1-ps","RNA binding protein with serine rich domain 1, pseudogene [Source:MGI Symbol;Acc:MGI:3708729]"
"ENSMUSG00000016984",327.380614652895,-1.0401826681966,0.118837249426483,-8.75300188464972,2.07751218792118e-18,3.40728487011041e-16,15.4675915552067,"Down-regulated","11",17888756,17903875,-1,"protein_coding","Etaa1","Ewing tumor-associated antigen 1 [Source:MGI Symbol;Acc:MGI:1915395]"
"ENSMUSG00000032122",779.352303120649,1.68930994130417,0.193651023725417,8.72347539819612,2.6979072746727e-18,4.3899412465442e-16,15.3575412921662,"Up-regulated","9",37138881,37167034,-1,"protein_coding","Slc37a2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2 [Source:MGI Symbol;Acc:MGI:1929693]"
"ENSMUSG00000109864",61.1113889200788,2.06167064268322,0.237730615833251,8.67229757285159,4.23487195273403e-18,6.78400224056192e-16,15.1685140173163,"Up-regulated","10",82702460,82703764,1,"protein_coding","Eid3","EP300 interacting inhibitor of differentiation 3 [Source:MGI Symbol;Acc:MGI:1913591]"
"ENSMUSG00000027787",608.779889016247,1.22405294187261,0.141570819580786,8.64622346255557,5.32318230793533e-18,8.39721850331937e-16,15.0758645459268,"Up-regulated","3",69629318,69663706,1,"protein_coding","Nmd3","NMD3 ribosome export adaptor [Source:MGI Symbol;Acc:MGI:2140103]"
